identifier,title,text,ogd
405@statistisches-amt-kanton-zuerich,Ausserhalb des Kt. wohnhaft Besteuerte [Anz.]," Ausserhalb des Kt. wohnhaft Besteuerte [Anz.] Anzahl ordentlich besteuerte natürliche Personen, welche ausserhalb des Kantons wohnhaft sind. bezirke gemeinden kanton_zuerich oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen",True
411@statistisches-amt-kanton-zuerich,Christkatholische Kirchensteuerpflichtige [Anz.]," Christkatholische Kirchensteuerpflichtige [Anz.] Christkatholische Kirchensteuerpflichtige.
Bis 2019 nur Daten für die Stadt Zürich verfügbar. Ab 2020 für alle Gemeinden. Werte < 4 werden nicht ausgewiesen. bezirke gemeinden kanton_zuerich kirchensteuer oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen",True
334@statistisches-amt-kanton-zuerich,ZL-Bezügerquote der Personen ab 65 Jahren [%]," ZL-Bezügerquote der Personen ab 65 Jahren [%] ZL-Bezügerquote der Personen ab 65 Jahren. Die ZL-Bezügerquote weist den Anteil der Personen im Rentenalter aus, der mit Zusatzleistungen zur Altersrente unterstützt wird (Referenzpopulation: kantonale Bevölkerungserhebung). ahv bezirke bezuegerquote gemeinden kanton_zuerich ogd sozialleistungen zusatzrenten Soziale Sicherheit",True
444@statistisches-amt-kanton-zuerich,Abstimmungsparolen von kantonalzürcher und nationalen Parteien, Abstimmungsparolen von kantonalzürcher und nationalen Parteien Abstimmungsparolen von kantonalzürcher Parteien mit Einsitz im Zürcher Kantonsrat zu eidgenössischen und kantonalen Abstimmungen. Abweichende Parolen der jeweiligen nationalen Parteie sind ausgewiesen. Es besteht kein Anspruch auf Vollständigkeit. Bitte senden Sie Ergänzungen zum Datensatz an die unter Kontakt angegebene E-Mail-Adresse. abstimmungen demokratie eidgenoessische_volksabstimmungen kantonale_volksabstimmungen kantonsrat ogd politik regierungsrat Politik,True
258@statistisches-amt-kanton-zuerich,Blick auf Zürichs Branchenlandschaft," Blick auf Zürichs Branchenlandschaft Ergebnisse der Unternehmensstatistik 2012 für den Kanton Zürich immobilienmarkt statistik.info unternehmensstruktur Industrie, Dienstleistungen Volkswirtschaft",False
277@statistisches-amt-kanton-zuerich,Immobilien: Was wird wo gekauft?," Immobilien: Was wird wo gekauft? Eine Analyse der Handänderungen von Wohnimmobilien 2008 bis 2017 immobilienhandel statistik.info Bau- und Wohnungswesen Raum, Umwelt",False
175@statistisches-amt-kanton-zuerich,Bauzonen [ha], Bauzonen [ha] Total Bauzonenfläche bauzonen bezirke bodennutzung gemeinden kanton_zuerich ogd zonenart Bau- und Wohnungswesen,True
124@statistisches-amt-kanton-zuerich,Statistisches Jahrbuch des Kantons Zürich," Statistisches Jahrbuch des Kantons Zürich Das Statistische Jahrbuch beinhaltet Daten und Zeitreihen zu allen Themen der öffentlichen Statistik des Kanton Zürich. Arbeit, Erwerb Bau- und Wohnungswesen Bevölkerung Bildung, Wissenschaft Energie Geld, Banken, Versicherungen Gesundheit Industrie, Dienstleistungen Kriminalität, Strafrecht Kultur, Medien, Informationsgesellschaft, Sport Land- und Forstwirtschaft Mobilität und Verkehr Nachhaltige Entwicklung Politik Preise Raum, Umwelt Soziale Sicherheit Tourismus Volkswirtschaft Wirtschaftliche und soziale Situation der Bevölkerung Öffentliche Verwaltung und Finanzen",False
171@statistisches-amt-kanton-zuerich,Dokumente Quartieranalyse für GIS Browser," Dokumente Quartieranalyse für GIS Browser Daten und Dokumente für GIS Browser Raum, Umwelt",False
180@statistisches-amt-kanton-zuerich,Generalisierte Bezirke des Kantons Zürich," Generalisierte Bezirke des Kantons Zürich Für thematische Karten und Darstellungen in kleinen Massstäben sind oft administrative Grenzen erwünscht, die einen niedrigen Detaillierungsgrad aufweisen. Die generalisierte Grenzverläufe können Sie hier beziehen. Sie stehen in den Formaten Shapefile, Geopackage und GeoJSON zur Verfügung. Es steht jeweils sowohl eine Datei ohne See als auch eine Datei mit den vier grössten Seen (Zürichsee, Greifensee, Pfäffikersee, Türlersee) zur Verfügung.  
Die Daten werden in den Schweizer Landeskoordinaten der Landesvermessung 1995 (LV95, EPSG:2056) angeboten. Karten im GeoJSON-Format werden zusätzlich im World Geodetic System 1984 (WGS84 , EPSG:4326) angeboten. administrative_grenzen bezirksgrenzen Raum, Umwelt",False
236@statistisches-amt-kanton-zuerich,Generalisierte politische Gemeinden und Auszählkreise des Kantons Zürich," Generalisierte politische Gemeinden und Auszählkreise des Kantons Zürich Für thematische Karten und Darstellungen in kleinen Massstäben sind oft administrative Grenzen erwünscht, die einen niedrigen Detaillierungsgrad aufweisen. Die generalisierte Grenzverläufe können Sie hier beziehen. Sie stehen in den Formaten Shapefile, Geopackage und GeoJSON zur Verfügung. Es steht jeweils sowohl eine Datei ohne See als auch eine Datei mit den vier grössten Seen (Zürichsee, Greifensee, Pfäffikersee, Türlersee) zur Verfügung.  
Die Daten werden in den Schweizer Landeskoordinaten der Landesvermessung 1995 (LV95, EPSG:2056) angeboten. Karten im GeoJSON-Format werden zusätzlich im World Geodetic System 1984 (WGS84 , EPSG:4326) angeboten. administrative_grenzen demokratie Raum, Umwelt",False
317@statistisches-amt-kanton-zuerich,Bevölkerungsdynamik und Wohnungsbau," Bevölkerungsdynamik und Wohnungsbau Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» bautaetigkeit statistik.info Bau- und Wohnungswesen Bevölkerung Raum, Umwelt",False
319@statistisches-amt-kanton-zuerich,Kleineres Armutsrisiko dank günstiger Wohnung, Kleineres Armutsrisiko dank günstiger Wohnung Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» genossenschaften mietpreise statistik.info Bau- und Wohnungswesen Wirtschaftliche und soziale Situation der Bevölkerung,False
350@statistisches-amt-kanton-zuerich,Wirtschaftskraft in den Zürcher Regionen, Wirtschaftskraft in den Zürcher Regionen Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» branchen bruttowertschoepfung statistik.info Volkswirtschaft,False
419@statistisches-amt-kanton-zuerich,Starke Zunahme der Erwerbstätigen 2001," Starke Zunahme der Erwerbstätigen 2001 Ergebnisse der Schweizerischen Arbeitskräfteerhebung statistik.info Arbeit, Erwerb Wirtschaftliche und soziale Situation der Bevölkerung",False
427@statistisches-amt-kanton-zuerich,Die Sozialhilfe im Kanton Zürich 2001, Die Sozialhilfe im Kanton Zürich 2001 None armut statistik.info Soziale Sicherheit,False
507@statistisches-amt-kanton-zuerich,Armutsrechner - Theorie und Methode, Armutsrechner - Theorie und Methode None sozialhilfe statistik.info Wirtschaftliche und soziale Situation der Bevölkerung,False
514@statistisches-amt-kanton-zuerich,Soziale Durchmischung in den Gemeinden angestiegen, Soziale Durchmischung in den Gemeinden angestiegen None bevoelkerung bevoelkerungsstatistik einwohner statistik.info Öffentliche Verwaltung und Finanzen,False
516@statistisches-amt-kanton-zuerich,Wählerschaft im Wandel, Wählerschaft im Wandel Eine Analyse der Zürcher Gemeinderesultate der Abstimmungen vom 15.5.2011 demokratie politik statistik.info wahlen Politik,False
520@statistisches-amt-kanton-zuerich,Zürcher Kantonsratwahlen 2007: Glück und Pech bei der Unterzuteilung der Sitze, Zürcher Kantonsratwahlen 2007: Glück und Pech bei der Unterzuteilung der Sitze None demokratie politik sitzverteilung statistik.info Politik,False
528@statistisches-amt-kanton-zuerich,Zusatzleistungen zur AHV weiterhin nötig, Zusatzleistungen zur AHV weiterhin nötig None armut statistik.info Soziale Sicherheit,False
529@statistisches-amt-kanton-zuerich,Die zürcherischen Ständeratswahlen 2007, Die zürcherischen Ständeratswahlen 2007 Eine Analyse des ersten Wahlgangs demokratie politik statistik.info Politik,False
536@statistisches-amt-kanton-zuerich,Die Auswirkungen einer Flat Tax – eine Simulation mit Zürcher Steuerdaten, Die Auswirkungen einer Flat Tax – eine Simulation mit Zürcher Steuerdaten None statistik.info steuern Öffentliche Verwaltung und Finanzen,False
540@statistisches-amt-kanton-zuerich,Babyboomer kommen ins Rentenalter, Babyboomer kommen ins Rentenalter Der Lebenszyklus der geburtenstarken Jahrgänge im Kanton Zürich 1970–2050 altersstruktur bevoelkerung bevoelkerungsstatistik einwohner statistik.info Bevölkerung,False
553@statistisches-amt-kanton-zuerich,Volatile Steuererträge: Positionierung der Zürcher Gemeinden und Einflussfaktoren, Volatile Steuererträge: Positionierung der Zürcher Gemeinden und Einflussfaktoren None gemeindefinanzen statistik.info steuern Öffentliche Verwaltung und Finanzen,False
575@statistisches-amt-kanton-zuerich,Die Abstimmungshochrechnung des Statistischen Amtes: Methodische Grundlagen, Die Abstimmungshochrechnung des Statistischen Amtes: Methodische Grundlagen None abstimmungen demokratie statistik.info Politik,False
584@statistisches-amt-kanton-zuerich,Arbeitskräfteballung in Zürich," Arbeitskräfteballung in Zürich Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» arbeitsmarkt statistik.info unternehmensstruktur Arbeit, Erwerb Industrie, Dienstleistungen Volkswirtschaft",False
598@statistisches-amt-kanton-zuerich,Der Wirtschaftsraum Zürich – Eine Übersicht in Karten," Der Wirtschaftsraum Zürich – Eine Übersicht in Karten None statistik.info Raum, Umwelt",False
602@statistisches-amt-kanton-zuerich,Segregation in der Stadt Winterthur und Umgebung," Segregation in der Stadt Winterthur und Umgebung None auslaenderinnen migration statistik.info Bevölkerung Raum, Umwelt",False
603@statistisches-amt-kanton-zuerich,Veloverkehr im Kanton Zürich, Veloverkehr im Kanton Zürich Eine Sonderauswertung des «Mikrozensus Mobilität und Verkehr 2010» langsamverkehr mikrozensus statistik.info verkehrsmittelwahl Mobilität und Verkehr,False
605@statistisches-amt-kanton-zuerich,Panaschieren in den Kantonsratswahlen 2015, Panaschieren in den Kantonsratswahlen 2015 None demokratie politik statistik.info Politik,False
608@statistisches-amt-kanton-zuerich,Struktur der Einwanderung hat sich verändert, Struktur der Einwanderung hat sich verändert Internationale Wanderungen der ausländischen Wohnbevölkerung im Kanton Zürich 1999–2014 bevoelkerung bevoelkerungsstatistik einwohner statistik.info Bevölkerung,False
622@statistisches-amt-kanton-zuerich,Die Wahrnehmung der migrationsbedingten Vielfalt, Die Wahrnehmung der migrationsbedingten Vielfalt Eine Analyse der Zürcher Resultate der Befragung «Zusammenleben in der Schweiz» bevoelkerung bevoelkerungsstatistik einwohner migration statistik.info Bevölkerung,False
645@statistisches-amt-kanton-zuerich,"Abzocker, Raumplanung und Beamtenversicherungskasse"," Abzocker, Raumplanung und Beamtenversicherungskasse Eine Analyse der Zürcher Resultate der Abstimmungen vom 3.3.2013 abstimmungen demokratie politik statistik.info Politik",False
442@statistisches-amt-kanton-zuerich,Dienstleistungen gewinnen die Oberhand," Dienstleistungen gewinnen die Oberhand Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» statistik.info unternehmensstruktur wirtschaft Arbeit, Erwerb Industrie, Dienstleistungen Volkswirtschaft",False
445@statistisches-amt-kanton-zuerich,Sozialhilfe – das letzte Auffangnetz in der Not, Sozialhilfe – das letzte Auffangnetz in der Not Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» armut statistik.info Soziale Sicherheit,False
455@statistisches-amt-kanton-zuerich,Abfall im Kanton Zürich," Abfall im Kanton Zürich None kehricht recycling statistik.info Raum, Umwelt",False
462@statistisches-amt-kanton-zuerich,"Wachstum, wo gebaut wird"," Wachstum, wo gebaut wird Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» bautaetigkeit bevoelkerung statistik.info Bau- und Wohnungswesen Bevölkerung Raum, Umwelt",False
469@statistisches-amt-kanton-zuerich,Gründungsdynamik im Kanton Zürich," Gründungsdynamik im Kanton Zürich Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» statistik.info unternehmensstruktur Arbeit, Erwerb Industrie, Dienstleistungen",False
475@statistisches-amt-kanton-zuerich,Institution Ehe unter Druck, Institution Ehe unter Druck None bevoelkerung bevoelkerungsstatistik eheschliessung einwohner partnerschaft statistik.info Bevölkerung,False
481@statistisches-amt-kanton-zuerich,"Firmengründungen, Wirtschaftsstruktur und Steuerbelastung"," Firmengründungen, Wirtschaftsstruktur und Steuerbelastung Unternehmensdemographie im Kanton Zürich statistik.info unternehmensstruktur Industrie, Dienstleistungen Volkswirtschaft Öffentliche Verwaltung und Finanzen",False
482@statistisches-amt-kanton-zuerich,Die Krise schlägt nicht überall durch," Die Krise schlägt nicht überall durch Der Boden- und Immobilienmarkt im Jahr 2008 mit Ausblick auf 2009 gemeindefinanzen statistik.info Bau- und Wohnungswesen Preise Raum, Umwelt",False
484@statistisches-amt-kanton-zuerich,"Sozial-, Institutions- und Fluglärmpolitik"," Sozial-, Institutions- und Fluglärmpolitik Eine Analyse der Zürcher Resultate der Abstimmungen vom 27. September 2009 abstimmungen demokratie statistik.info Politik",False
489@statistisches-amt-kanton-zuerich,Sind Gemeindeversammlungen noch zeitgemäss?, Sind Gemeindeversammlungen noch zeitgemäss? Überlegungen anhand einer Umfrage im Kanton Zürich demokratie politik statistik.info Politik,False
672@bildungsstatistik-kanton-zuerich,Maturitätsquoten im Kanton Zürich," Maturitätsquoten im Kanton Zürich Durchschnittliche Maturitätsquoten aller Gemeinden im Kanton Zürich im Zeitraum 2017 bis 2020. Die Quoten werden pro Gemeinde wie folgt berechnet: Summe der Maturitätsabschlüsse der Gemeinde in den Jahren 2017 bis 2020 geteilt durch die Summe der Anzahl 19-jähriger Einwohnerinnen und Einwohner dieser Gemeinde in den Jahren 2017 bis 2020. bildung bildungsdaten gemeinden gymnasien handelsschulen lernende mittelschulen ogd schueler schuelerinnen Bildung, Wissenschaft",True
655@statistisches-amt-kanton-zuerich,Einkommensverteilung wie vor zwanzig Jahren: Die Verteilung der Einkommen von 1991 bis 2010, Einkommensverteilung wie vor zwanzig Jahren: Die Verteilung der Einkommen von 1991 bis 2010 None statistik.info Öffentliche Verwaltung und Finanzen,False
683@statistisches-amt-kanton-zuerich,Bestand Elektromotor [%]," Bestand Elektromotor [%] Anteil der Personenwagen (PW) mit Elektromotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge ogd personenwagen Mobilität und Verkehr",True
717@statistisches-amt-kanton-zuerich,Bestandsmieten im Kanton Zürich, Bestandsmieten im Kanton Zürich Eine Auswertung auf Basis der gepoolten Strukturerhebung 2015 bis 2017 mietpreise mietwohnungen mietzins statistik.info wohnungsmieten Bau- und Wohnungswesen,False
182@statistisches-amt-kanton-zuerich,Weg zur nächsten Haltestelle [m], Weg zur nächsten Haltestelle [m] Durchschnittliche Distanz zur nächsten Haltestelle  bezirke bus gemeinden kanton_zuerich oeffentlicher_verkehr ogd verkehrsinfrastruktur Mobilität und Verkehr,True
194@statistisches-amt-kanton-zuerich,Steuerertrag Politische/Schulgemeinde [Mio.Fr.], Steuerertrag Politische/Schulgemeinde [Mio.Fr.] Steuerertrag politische / Schulgemeinde (Nettoertrag Rechnungsjahr). bezirke gemeindefinanzen gemeinden kanton_zuerich ogd politische_gemeinden schulgemeinden steuerertrag steuern Öffentliche Verwaltung und Finanzen,True
36@statistisches-amt-kanton-zuerich,Arbeitslose [Anz.]," Arbeitslose [Anz.] Jahresmittel der beim kantonalen Arbeitsamt eingeschriebenen Arbeitslosen. Aus Datenschutzgründen dürfen Werte von Gemeinden mit weniger als 6 Arbeitslosen (Jahresmittel) nicht ausgewiesen werden. arbeitslose arbeitslosigkeit arbeitsmarkt bezirke gemeinden kanton_zuerich ogd Arbeit, Erwerb",True
110@statistisches-amt-kanton-zuerich,Leerwohnungsquote [%]," Leerwohnungsquote [%] Leerstehende Wohnungen am 1. Juni des Erhebungsjahres, gemessen am Wohnungsbestand bezirke gemeinden kanton_zuerich leerwohnungen ogd wohnungen wohnungsbestand Bau- und Wohnungswesen",True
364@statistisches-amt-kanton-zuerich,MIV-Anteil (Modal Split) [%]," MIV-Anteil (Modal Split) [%] Grundlage für die Berechnung des MIV-Anteils sind die MIV-Wege des Quell-, Ziel- und Binnenverkehrs des jeweiligen Gebiets an einem durchschnittlichen Werktag (DWV). Mit Prognosezustand. bezirke gemeinden kanton_zuerich ogd verkehr verkehrsmittelwahl Mobilität und Verkehr",True
339@statistisches-amt-kanton-zuerich,Grosse Betriebe (250+ VZÄ) [Anz.]," Grosse Betriebe (250+ VZÄ) [Anz.] Anzahl Grosse Betriebe mit einer Beschäftigung von 250 Vollzeitäquivalenten oder mehr. Aktuellstes Jahr provisorisch. betriebe bezirke gemeinden kanton_zuerich ogd unternehmensstruktur Arbeit, Erwerb",True
342@statistisches-amt-kanton-zuerich,Beschäftigte im Tertiärsektor [Anz.]," Beschäftigte im Tertiärsektor [Anz.] Anzahl Beschäftigte des Tertiärsektors (Handel, Instandhaltung/Reparatur, Verkehr/Lagerei, Gastgewerbe/Gastronomie, Information/Kommunikation, Finanz-/Versicherungs-DL, Grundstücks-/Wohnungswesen, weitere DL, öffentliche Verwaltung, Erziehung/Unterrricht, Gesundheit, Kunst). Aktuellstes Jahr provisorisch. arbeitsmarkt beschaeftigte bezirke dienstleistungssektor gemeinden kanton_zuerich ogd wirtschaftssektor Arbeit, Erwerb",True
211@statistisches-amt-kanton-zuerich,Schül. Sekundarstufe II [Pers. pro 1000 Einw.]," Schül. Sekundarstufe II [Pers. pro 1000 Einw.] Die Sekundarstufe II umfasst die Berufsbildung und bei Mittelschulen die Normschuljahre > 9. Gemessen an der zivilrechtlichen Bevölkerung Ende Vorjahr bezirke gemeinden kanton_zuerich ogd schueler schuelerinnen schulen sekundarschule sekundarstufe Bildung, Wissenschaft",True
338@statistisches-amt-kanton-zuerich,Mittlere Betriebe (50-249 VZÄ) [Anz.]," Mittlere Betriebe (50-249 VZÄ) [Anz.] Anzahl Mittlere Betriebe mit einer Beschäftigung von 50 - 249 Vollzeitäquivalenten. Aktuellstes Jahr provisorisch. betriebe bezirke gemeinden kanton_zuerich ogd unternehmensstruktur Arbeit, Erwerb",True
294@statistisches-amt-kanton-zuerich,Steuerb. Vermögen natürl. Pers. 75%-Quantil [Fr.]," Steuerb. Vermögen natürl. Pers. 75%-Quantil [Fr.] Steuerbares Vermögen natürlicher Personen des Kantonalen Steueramts. Das 75%-Quantil ist ein Schwellenwert: Drei Viertel der Bevölkerung liegt unter, das andere Viertel über diesem Wert. bezirke gemeinden kanton_zuerich natuerliche_personen ogd steuerbares_vermoegen vermoegen Öffentliche Verwaltung und Finanzen",True
292@statistisches-amt-kanton-zuerich,Steuerb. Vermögen natürl. Pers. Median [Fr.]," Steuerb. Vermögen natürl. Pers. Median [Fr.] Steuerbares Vermögen natürlicher Personen des Kantonalen Steueramts. Der Median ist ein Schwellenwert: Die Hälfte der Steuerpflichtigen liegt unter, die andere Hälfte über diesem Wert. bezirke gemeinden kanton_zuerich natuerliche_personen ogd steuerbares_vermoegen vermoegen Öffentliche Verwaltung und Finanzen",True
245@statistisches-amt-kanton-zuerich,Steuerb. Einkommen natürl. Pers. 25%-Quantil [Fr.]," Steuerb. Einkommen natürl. Pers. 25%-Quantil [Fr.] Steuerbares Einkommen Schweiz steuerpflichtiger natürlicher Personen aus der Bundessteuerstatistik. Das 25%-Quantil ist ein Schwellenwert: Ein Viertel der Bevölkerung liegt unter, die anderen drei Viertel über diesem Wert. bezirke einkommensstufen gemeinden kanton_zuerich natuerliche_personen ogd steuerbares_einkommen Öffentliche Verwaltung und Finanzen",True
179@statistisches-amt-kanton-zuerich,Fläche [ha]," Fläche [ha] Punktfläche pro Gemeinde; das Kantonstotal inkl. Greifensee (829 ha) und Zürichsee (5976 ha auf Kantonsgebiet). Die Arealstatistiken werden ca. alle 10 Jahre erhoben. Die letzten drei fanden zwischen 1979-1985, 1992-1997, 2004-2009 und 2013-2018 statt. bezirke flaeche gemeinden geographie kanton_zuerich ogd Raum, Umwelt",True
189@statistisches-amt-kanton-zuerich,Steuerbares Einkommen natürliche Pers. [Mio.Fr.], Steuerbares Einkommen natürliche Pers. [Mio.Fr.] Steuerbares Einkommen natürlicher Personen. Bis 1998: Reineinkommen. bezirke gemeinden kanton_zuerich natuerliche_personen ogd steuerbares_einkommen Öffentliche Verwaltung und Finanzen,True
206@statistisches-amt-kanton-zuerich,Altersquotient [%], Altersquotient [%] Quantitatives Verhältnis zwischen den über 64-Jährigen und den 20- bis 64-Jährigen. alter altersstruktur bevoelkerung bezirke gemeinden kanton_zuerich ogd Bevölkerung,True
235@statistisches-amt-kanton-zuerich,Anteil 1 Zi.-Wohnungen [%], Anteil 1 Zi.-Wohnungen [%] Anteil 1 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT. bezirke gemeinden kanton_zuerich ogd wohnungen wohnungsbestand zimmerzahl Bau- und Wohnungswesen,True
240@statistisches-amt-kanton-zuerich,Anteil 4 Zi.-Wohnungen [%], Anteil 4 Zi.-Wohnungen [%] Anteil 4 Zi.-Wohnungen am Wohnungsbestand. Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT. bezirke gemeinden kanton_zuerich ogd wohnungen wohnungsbestand zimmerzahl Bau- und Wohnungswesen,True
308@statistisches-amt-kanton-zuerich,Heiraten [pro 1000 Einw.], Heiraten [pro 1000 Einw.] Anzahl Heiraten pro 1000 Einwohner (Rohe Heiratsziffer). Ein oder beide Partner ist/sind in einer Gemeinde des Kantons Zürich wohnhaft. bevoelkerung bezirke ehe eheschliessungen gemeinden heiraten kanton_zuerich ogd Bevölkerung,True
323@statistisches-amt-kanton-zuerich,3-Personenhaushalte [Anz.], 3-Personenhaushalte [Anz.] Anzahl Dreipersonenhaushalte (Privathaushalte) bevoelkerung bezirke gemeinden haushalt-typ haushalte haushaltsgroesse kanton_zuerich ogd Bevölkerung,True
713@statistisches-amt-kanton-zuerich,Echtzeitdaten am Abstimmungstag des Kantons Zürich – eidgenössische und kantonale Vorlagen," Echtzeitdaten am Abstimmungstag des Kantons Zürich – eidgenössische und kantonale Vorlagen Dieser Webservice wird ab dem 13.06.2021 nicht weiter aktualisiert. Gemeinde- und Bezirksresultate des Kantons Zürich zu eidgenössischen und kantonalen Vorlagen sind künftig zusammen mit jenen aller Kantone via Bundesamt für Statistik als offene Daten verfügbar (Link unter ""Weitere Informationen""). abstimmungen abstimmungsergebnisse demokratie ogd politik Politik",True
393@statistisches-amt-kanton-zuerich,Unfälle [pro 1000 Einw.], Unfälle [pro 1000 Einw.] Anzahl Unfälle pro 1000 Einwohner Total (mit Personen- und/oder Sachschaden) kanton_zuerich ogd verkehr verkehrsunfaelle Mobilität und Verkehr,True
173@statistisches-amt-kanton-zuerich,Nettovermögen [Fr./Einw.]," Nettovermögen [Fr./Einw.] Nettovermögen pro Einwohner. Finanzvermögen minus Fremdkapital. Das Nettovermögen wird als Gradmesser für die Verschuldung verwendet indem sie den Betrag an Finanzvermögen zeigt, welcher die Schulden übersteigt. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke finanzkennzahlen finanzvermoegen gemeindefinanzen gemeinden kanton_zuerich ogd Öffentliche Verwaltung und Finanzen",True
149@statistisches-amt-kanton-zuerich,Zahnärzte [pro 1000 Einw.]," Zahnärzte [pro 1000 Einw.] Definition: Zahnärzte, welche eine Bewilligung zur selbständigen Berufsübung haben, jeweils am Ende eines Kalenderjahres. Für 1993 und 2003 keine Zahlen vorhanden. Aktuellstes Jahr provisorisch. bezirke gemeinden gesundheit kanton_zuerich ogd zahnaerzte zahnaerztinnen Gesundheit",True
106@statistisches-amt-kanton-zuerich,Bevölkerung: Anteil 65-79-Jährige [%]," Bevölkerung: Anteil 65-79-Jährige [%] Anteil 65-79-Jähriger an der Gesamtbevölkerung nach zivilrechtlichem Wohnsitz(ab 2010 inkl. vorläufig Aufgenommene, die seit mehr als einem Jahr in der Gemeinde leben, aber ohne Wochenaufenthalter und Asylbewerber).  alter altersstruktur bevoelkerung bezirke gemeinden kanton_zuerich ogd Bevölkerung",True
185@statistisches-amt-kanton-zuerich,Bauinvestitionen [Mio.Fr.]," Bauinvestitionen [Mio.Fr.] Bauinvestitionen von Bautätigkeiten mit Investitionscharakter, die einer behördlichen Bewilligung bedürfen bauinvestitionen bautaetigkeit bezirke gemeinden kanton_zuerich ogd Bau- und Wohnungswesen",True
165@statistisches-amt-kanton-zuerich,Nettoaufwand Verkehr und Nachrichtenübermittlung [Fr./Einw.], Nettoaufwand Verkehr und Nachrichtenübermittlung [Fr./Einw.] Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke gemeindefinanzen gemeinden kanton_zuerich nettoaufwendungen oeffentliche_finanzen ogd verkehr Öffentliche Verwaltung und Finanzen,True
422@statistisches-amt-kanton-zuerich,Wahlarchiv des Kantons Zürich, Wahlarchiv des Kantons Zürich Ergebnisse der kantonalen und eidgenössischen Wahlen des Kantons Zürich seit 2019. kantonsratswahlen nationalratswahlen ogd politik regierungsratswahlen staenderatswahlen wahlen wahlergebnisse Politik,True
406@statistisches-amt-kanton-zuerich,Ordentlich und an der Quelle Besteuerte [Anz.]," Ordentlich und an der Quelle Besteuerte [Anz.] Anzahl ordentlich besteuerte natürliche Personen, welche auch an der Quelle besteuerte sind. bezirke gemeinden kanton_zuerich oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen",True
407@statistisches-amt-kanton-zuerich,Total Quellensteuerpflichtige [Anz.], Total Quellensteuerpflichtige [Anz.] Anzahl Quellensteuerpflichtige bezirke gemeinden kanton_zuerich oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen,True
443@statistisches-amt-kanton-zuerich,Abstimmungsempfehlungen von Kantonsrat und Regierungsrat des Kantons Zürich," Abstimmungsempfehlungen von Kantonsrat und Regierungsrat des Kantons Zürich Abstimmungsempfehlungen des Zürcher Regierungs- und Kantonsrats zu kantonalen Abstimmungen und des Bundes-, des National- und des Ständerates zu eidgenössischen Abstimmungen. Es besteht kein Anspruch auf Vollständigkeit. Bitte senden Sie Ergänzungen zum Datensatz an die unter Kontakt angegebene E-Mail-Adresse. abstimmungen demokratie eidgenoessische_volksabstimmungen kantonale_volksabstimmungen kantonsrat ogd politik regierungsrat Politik",True
132@statistisches-amt-kanton-zuerich,Sozialbericht," Sozialbericht Jedes Jahr werden die wichtigsten Ergebnisse der Sozialhilfestatistik in Zusammenarbeit mit dem Kantonalen Sozialamt des Kantons Zürich und dem Bundesamt für Statistik im Sozialbericht des Kantons Zürich veröffentlicht. bevoelkerung bevoelkerungsstatistik einwohner sozialhilfe Arbeit, Erwerb Soziale Sicherheit Wirtschaftliche und soziale Situation der Bevölkerung",False
250@statistisches-amt-kanton-zuerich,Benchmarkingbericht der Kundenbefragung im Bereich Therapie und Beratung," Benchmarkingbericht der Kundenbefragung im Bereich Therapie und Beratung Der Gesamtbericht enthält die Resultate der Kundenbefragung im Bereich Therapie und Beratung aller Institutionen für Menschen mit Behinderung, die teilgenommen haben. Gesundheit",False
